uuid,identifier,createdBy,Date,Type,Source,DescriptionOfMoundOrLocale,LanduseAroundMound,LanduseAroundMoundNote,LanduseOnTopOfMound,LanduseOnTopOfMoundNote,PositioninTheLandscape,ProminenceNote,Latitude,Longitude,Northing,Easting,Accuracy,HandheldGPSPoint,Elevation,FacingDirectionForPhoto,Notes,Photo,HeightMax,DiameterMax,HeightMin,DiameterMin,OtherDimension,ShapeNotes,AssociatedFeatureOrMaterial,SurfaceMaterialDescription,SampleCollected,ChronologyEstimate,AssociatedFeatureOrMaterialPhoto,Condition,PrincipalSourceOfImpact,OtherSourcesOfImpact,ArchaeologicalPotential,MostRecentDamageWhat,MostRecentDamageWhat 2,MostRecentDamageWithin,MostRecentDamageWithin 2,RTDescription,CommentsAndRecommendations,CRMPhotos,geospatialcolumn
1.00E+18,8183,Bara Weissova,18-Sep,Surface Scatter,Legacy verification,,Annual agriculture,,Annual agriculture,,Valley Bottom or Plain,,42.33610254,26.16838147,4687429.26,431490.7193,3,,,North,,files/app/69fbd335-6cee-4827-b24e-77ccf357c21c_image-1505730876391.original.jpg,0,0,0,NA,,,Artefact scatter,"prevailing AC, dolia and some table ware",No,,files/app/395f9997-d07d-4bf6-aec0-0e3f0f5d63da_image-1505730835938.original.jpg - files/app/e929939d-f479-49ae-9373-cd1412fad46b_image-1505730857026.original.jpg,4 - seriously damaged,Agriculture,,4 - minimal,Agriculture,,Last month,,,,,POINT(431490.719279 4687429.26007)
1.00E+18,8184,Bara Weissova,18-Sep,Burial Mound,Legacy verification,,Annual agriculture,,Annual agriculture,,Valley Bottom or Plain,,42.33742294,26.16727655,4687576.763,431401.1299,3,84,164.1,North,,files/app/d89d7f5b-b337-45d4-8144-e454af941626_image-1505731384087.original.jpg,0.9,35,NA,30,,,,,No,,,4 - seriously damaged,Agriculture,,4 - minimal,Agriculture,,Last month,,,,,POINT(431401.129881 4687576.762844)
1.00E+18,8185,Bara Weissova,18-Sep,Burial Mound,Legacy verification,,Annual agriculture,,Annual agriculture,,Valley Bottom or Plain,,42.31543367,26.16978861,4685133.132,431584.2482,3,85,,North,,files/app/c2bb8ff8-b7aa-4fde-bbc6-ab273c7cd314_image-1505733580774.original.jpg,2.3,55,NA,50,,,,,No,,,3 - damaged,Agriculture,,3 - impaired,Agriculture,,Last month,,,,,POINT(431584.248179 4685133.13225)
1.00E+18,8186,Bara Weissova,18-Sep,Burial Mound,Legacy verification,,Annual agriculture,,Annual agriculture,,Valley Bottom or Plain,,42.31697503,26.16519201,4685307.984,431207.1292,3,86,,North,,files/app/8b197aeb-fe14-4250-9f53-24be1aa6cb50_image-1505734419414.original.jpg,1.2,40,NA,54,,,,,No,,,4 - seriously damaged,Agriculture,,4 - minimal,Agriculture,,Last month,,,,,POINT(431207.129173 4685307.984454)
1.00E+18,8187,Bara Weissova,18-Sep,Burial Mound,Survey,,Annual agriculture,,Annual agriculture,,Valley Bottom or Plain,,42.31669978,26.16474742,4685277.782,431170.1924,3,87,,North,,files/app/3ea2fa1e-9a18-416b-9807-9879f0da56e5_image-1505734681638.original.jpg,1.1,28,NA,25,,,,,No,,,4 - seriously damaged,Agriculture,,4 - minimal,Agriculture,,Last month,,,,,POINT(431170.192424 4685277.782017)
1.00E+18,9623,Vera Dolezalkova,19-Sep,Uncertain Mound,Legacy verification,"not verified - impossible to walk through the dense brush,scrub",Scrub,,Scrub,,Valley Bottom or Plain,,42.4379271,26.05640776,4698831.882,422391.7136,3,130,,West,"impossible to walk through the dense scrub, we went as close as possible",BurialMound/Photo/9623_1.jpg,0,0,NA,NA,,,,,No,,,0 - No observation,No observation,,No observation,Not available,,Unknown,,,,,POINT(422391.713632 4698831.881839)
1.00E+18,9624,Vera Dolezalkova,19-Sep,Burial Mound,Legacy verification,,Pasture,grassland,Pasture,grassland,Hilltop,,42.42848792,26.04931326,4697790.277,421796.4673,3,131,,West,"4,5",BurialMound/Photo/9624_1.jpg,1.6,20,NA,19,,,,,No,,,3 - damaged,Looting,,4 - minimal,Looting,,Unknown,,"[01,irregular,4,3,0.8]",,BurialMound/CRMPhotos/9624_2.jpg,POINT(421796.467314 4697790.277336)
1.00E+18,9625,Vera Dolezalkova,19-Sep,Burial Mound,Legacy verification,,Pasture,grassland,Pasture,grassland,Hilltop,,42.42757515,26.05276711,4697685.75,422079.4531,3,132,247.4,South,6-Aug,BurialMound/Photo/9625_1.jpg,1.5,18,NA,NA,,,,,No,,,3 - damaged,Looting,,4 - minimal,Looting,,Unknown,,"[01,rectangular, 6.5,3,0.7]",,BurialMound/CRMPhotos/9625_2.jpg,POINT(422079.453106 4697685.749701)
1.00E+18,8402,Adela Sobotkova,19-Sep,Burial Mound,Legacy verification,mound with geodetic marker and water station,Scrub,,Scrub,,Hilltop,,42.40441828,26.56017847,4694773.592,463806.5424,3,103,,Northwest,,BurialMound/Photo/8402_1.jpg,1.9,28,NA,NA,,,,,No,,,3 - damaged,Construction,,3 - impaired,Infrastructure,,Not relevant,,,water station built on E side of mound causing dam,,POINT(463806.542399 4694773.592084)
1.00E+18,9626,Vera Dolezalkova,19-Sep,Extinct Burial Mound,Legacy verification,instaed of burial mounds we found a waterhouse,Pasture,grassland,Pasture,grassland,Hilltop,,42.42787277,26.05475705,4697716.973,422243.5171,3,133,247.4,West,"9, square fenced embankment with concrete, neck jako vodojem, betonova budka na umele mohyle. no mound around",BurialMound/Photo/9626_1.jpg,3,50,NA,50,,,,,No,,,0 - No observation,Construction,,5 - none or nearly none,Not available,,Unknown,,,,,POINT(422243.517069 4697716.973166)
1.00E+18,9627,Vera Dolezalkova,19-Sep,Burial Mound,Legacy verification,,Pasture,grassland,Pasture,grassland,Valley Bottom or Plain,,42.42389357,26.06724955,4697263.765,423266.3161,3,134,,North,10-Dec,BurialMound/Photo/9627_1.jpg,1.2,22,NA,20,,,,,No,,,4 - seriously damaged,Looting,,4 - minimal,Looting,,Unknown,,"[01,Y-shaped,5,3,1.3]",,BurialMound/CRMPhotos/9627_3.jpg,POINT(423266.316115 4697263.765071)
1.00E+18,8403,Adela Sobotkova,19-Sep,Burial Mound,Legacy verification,well preserved mound next to a reservoir,Annual agriculture,,Scrub,,Hilltop,,42.39552412,26.56807823,4693782.677,464451.6049,3,104,149,Southwest,#446-447,BurialMound/Photo/8403_1.jpg,2.5,35,NA,NA,,,,,No,,,2 - minor damage,Looting,animal turbation,2 - good,Animal activity,,Last month,,"01,oval,2.5,2,1,old and overgrown;02,rect,5,1,0.5,old and overgrown",,BurialMound/CRMPhotos/8403_3.jpg,POINT(464451.604872 4693782.676761)
1.00E+18,9628,Vera Dolezalkova,19-Sep,Burial Mound,Legacy verification,,Pasture,grassland,Pasture,grassland,Lower slope,,42.42387215,26.06755046,4697261.115,423291.0449,3,135,,Northeast,13-14,BurialMound/Photo/9628_1.jpg,1.2,24,NA,23,,,,,No,,,2 - minor damage,Looting,,3 - impaired,Looting,,Unknown,,"[01,circular, 2.5,2.5,0.4]",,BurialMound/CRMPhotos/9628_1.jpg,POINT(423291.044862 4697261.114971)
1.00E+18,8188,Bara Weissova,19-Sep,Burial Mound,Legacy verification,,Annual agriculture,,Other,"explain in notes (mix of agriculture, pasture, and bush",Valley Bottom or Plain,,42.42587576,26.7024951,4697105.35,475526.3111,3,88,,West,"top mixture of agriculture, pasture and bush. concrete pole on top and elevation marker",BurialMound/Photo/8188_1.jpg,0.8,45,NA,40,,,,,No,,,3 - damaged,Agriculture,,4 - minimal,Agriculture,,Last year,,,,,POINT(475526.311091 4697105.349801)
1.00E+18,8189,Bara Weissova,19-Sep,Burial Mound,Legacy verification,,Annual agriculture,,Annual agriculture,,Valley Bottom or Plain,,42.42540049,26.70286788,4697052.47,475556.7923,3,89,,West,,BurialMound/Photo/8189_1.jpg,0.8,35,NA,30,,,,,No,,,5 - extinct or near extinct,Agriculture,,4 - minimal,Agriculture,,Last year,,,,,POINT(475556.792311 4697052.469578)
1.00E+18,8190,Bara Weissova,19-Sep,Burial Mound,Legacy verification,,Annual agriculture,,Annual agriculture,,Valley Bottom or Plain,,42.42494002,26.7025868,4697001.422,475533.4902,3,90,,West,,BurialMound/Photo/8190_1.jpg,0.8,50,NA,40,,,,,No,,,5 - extinct or near extinct,Agriculture,,4 - minimal,Agriculture,,Last year,,,,,POINT(475533.490248 4697001.421563)
1.00E+18,8191,Bara Weissova,19-Sep,Burial Mound,Legacy verification,,Annual agriculture,,Annual agriculture,,Valley Bottom or Plain,,42.42453055,26.70247797,4696955.986,475524.3785,3,91,,West,,BurialMound/Photo/8191_1.jpg,0.8,40,NA,35,,,,,No,,,5 - extinct or near extinct,Agriculture,,4 - minimal,Agriculture,,Last year,,,,,POINT(475524.378548 4696955.985699)
1.00E+18,8404,Adela Sobotkova,19-Sep,Burial Mound,Legacy verification,Neichova mogila,Annual agriculture,,Annual agriculture,,Hilltop,,42.40102452,26.58878251,4694384.97,466158.5845,3,105,,East,#450-452,BurialMound/Photo/8404_1.jpg,1.5,28,NA,NA,,,,,No,,,4 - seriously damaged,Agriculture,,4 - minimal,Agriculture,,Last month,,,,,POINT(466158.584548 4694384.970106)
1.00E+18,9629,Vera Dolezalkova,19-Sep,Burial Mound,Legacy verification,,Pasture,grassland,Pasture,grassland,Hilltop,,42.42454293,26.08226234,4697322.414,424502.1476,3,136,,East,"15, Damaged by terracing activities, terracing activities on hilltop, east and west slope",BurialMound/Photo/9629_1.jpg,1.75,15,NA,15,,,,,No,,,4 - seriously damaged,Agriculture,,4 - minimal,Agriculture,,Unknown,,,,,POINT(424502.147626 4697322.413635)
1.00E+18,8192,Bara Weissova,19-Sep,Surface Scatter,Legacy verification,Surface scatter,Annual agriculture,,Annual agriculture,,Valley Bottom or Plain,,42.42543653,26.7020161,4697056.717,475486.7359,3,92,,East,,BurialMound/Photo/8192_1.jpg,0,0,NA,NA,,,Artefact scatter,,No,Roman,BurialMound/AssociatedFeatureOrMaterialPhoto/8192_2.jpg,0 - No observation,Agriculture,,No observation,Agriculture,,Last week,,,large\spread out scatter of pottery in ploughed areas. possibly connected to large necropolis,,POINT(475486.73588 4697056.716923)
1.00E+18,9630,Vera Dolezalkova,19-Sep,Burial Mound,Legacy verification,,Pasture,grassland,Pasture,grassland,Hilltop,,42.42442958,26.08896296,4697303.892,425053.2445,3,137,,South,"20-21, south half of mound damaged by road and deep ploughing, extremely windy",BurialMound/Photo/9630_1.jpg,1.7,25,NA,20,,,,,No,,,3 - damaged,Looting,,3 - impaired,Looting,,Unknown,,"[01,rectangular, 1.2,1,0.6]",,BurialMound/CRMPhotos/9630_2.jpg,POINT(425053.244518 4697303.891988)
1.00E+18,8405,Adela Sobotkova,19-Sep,Burial Mound,Legacy verification,"Mityova mogila, geodetic monument on top of low mound",Annual agriculture,,Pasture,grassland (with a 4 m grass patch,Hilltop,"ridge , excellent visibility within 10 km radius",42.40835322,26.60348546,4695192.975,467372.3729,3,106,185.6,Northeast,#453,BurialMound/Photo/8405_1.jpg,0.6,16,NA,NA,,,,,No,,,4 - seriously damaged,Agriculture,,5 - none or nearly none,Agriculture,,Last month,,,,,POINT(467372.372939 4695192.975172)
1.00E+18,9631,Vera Dolezalkova,19-Sep,Burial Mound,Legacy verification,,Pasture,grassland,Pasture,grassland,Hilltop,,42.42316832,26.09059671,4697162.403,425186.1471,3,138,3547,Southeast,"22,north part cut by road",BurialMound/Photo/9631_1.jpg,1.6,35,NA,30,,,,,No,,,3 - damaged,Construction,,3 - impaired,Infrastructure,,Unknown,,"[01,road,8,2,0]",,,POINT(425186.147116 4697162.402769)
1.00E+18,8193,Bara Weissova,19-Sep,Burial Mound,Legacy verification,,Annual agriculture,,Annual agriculture,,Valley Bottom or Plain,,42.40772245,26.69574904,4695091.625,474964.1386,3,93,,West,,BurialMound/Photo/8193_1.jpg,1.2,45,NA,40,,,Artefact scatter,iron age,No,,BurialMound/AssociatedFeatureOrMaterialPhoto/8193_2.jpg,5 - extinct or near extinct,Agriculture,,4 - minimal,Agriculture,,Last month,,,,,POINT(474964.138554 4695091.624808)
1.00E+18,8406,Adela Sobotkova,19-Sep,Burial Mound,Legacy verification,NE of reservoir with soilmark and field stones in not-stony field,Annual agriculture,,Annual agriculture,,Upper slope,,42.39285618,26.60375689,4693472.128,467386.6837,3,107,,East,#455,BurialMound/Photo/8406_1.jpg,1,20,0.8,NA,,,,,No,,,4 - seriously damaged,Agriculture,,4 - minimal,Agriculture,,Last month,,,,,POINT(467386.683655 4693472.127897)
1.00E+18,9632,Vera Dolezalkova,19-Sep,Burial Mound,Legacy verification,,Pasture,grassland,Pasture,grassland,Upper slope,,42.42221828,26.08876921,4697058.524,425034.6712,3,139,,North,"23,24",BurialMound/Photo/9632_1.jpg,1,30,NA,25,,,,,No,,,4 - seriously damaged,Looting,,4 - minimal,Looting,,Unknown,,"[01,circular, 5,4.5,1.2,quartz and grey stone]",,BurialMound/CRMPhotos/9632_2.jpg,POINT(425034.671182 4697058.524098)
1.00E+18,8194,Bara Weissova,19-Sep,Burial Mound,Legacy verification,,Pasture,grassland,Pasture,grassland,Valley Bottom or Plain,,42.39545336,26.69486596,4693729.565,474886.5797,3,97,,North,,BurialMound/Photo/8194_1.jpg,1.3,25,NA,12,,,,,No,,,5 - extinct or near extinct,Looting,,4 - minimal,Looting,,Unknown,,"01,half circle,25,13,1.2,eastern half of mound destroyed by machine; 02,square,1,0.2,manual excavation; 03, irregular, 4,2,1,manual excavation; 04, square, 1,0.5, manual excavation",,BurialMound/CRMPhotos/8194_2.jpg,POINT(474886.57969 4693729.564954)
1.00E+18,8195,Bara Weissova,19-Sep,Burial Mound,Survey,SE part of mound agricultured,Pasture,grassland,Pasture,grassland,Valley Bottom or Plain,,42.39607472,26.69563401,4693798.332,474950.0396,3,95,,North,,BurialMound/Photo/8195_1.jpg,2,35,NA,25,,,,stones from grave loose,No,,,3 - damaged,Looting,,4 - minimal,Looting,,Unknown,,"01,irregular,4.5,2,1,manual excavation; 02,irregular,5,3,1, manual excavation",,BurialMound/CRMPhotos/8195_3.jpg,POINT(474950.039631 4693798.332371)
1.00E+18,9633,Vera Dolezalkova,19-Sep,Burial Mound,Legacy verification,,Pasture,grassland,Pasture,grassland,Lower slope,,42.42138003,26.08452686,4696969.199,424684.6545,3,140,,North,25-27,BurialMound/Photo/9633_1.jpg,2.7,30,NA,26,,,,,No,,,3 - damaged,Looting,,3 - impaired,Looting,,Unknown,,"[01,T-shaped,6,4.5,1.2]",,BurialMound/CRMPhotos/9633_3.jpg,POINT(424684.6545 4696969.199353)
1.00E+18,9634,Vera Dolezalkova,19-Sep,Burial Mound,Legacy verification,,Pasture,grassland,Pasture,grassland,Lower slope,,42.41982352,26.08333166,4696797.428,424584.4604,3,141,,West,28-30,BurialMound/Photo/9634_1.jpg,2.1,28,NA,25,,,,,No,,,4 - seriously damaged,Looting,,4 - minimal,Looting,,Last year,,"[01,irregular,3,3,1]",,BurialMound/CRMPhotos/9634_3.jpg,POINT(424584.460358 4696797.427599)
1.00E+18,8407,Adela Sobotkova,19-Sep,Burial Mound,Legacy verification,kurgan Mandalicka mogila,Annual agriculture,,Pasture,"grassland (scrub only on 10% out mound, otherwise it''s stubble from the field",Hilltop,,42.38278295,26.60431618,4692353.416,467427.5096,3,108,154.7,Southwest,#462-3,BurialMound/Photo/8407_1.jpg,1.75,30,NA,25,,,,,No,,,4 - seriously damaged,Agriculture,,3 - impaired,Animal activity,,Last month,,,"geodetic point pulled out and over, mound on it last kegs",,POINT(467427.509605 4692353.415984)
1.00E+18,8196,Bara Weissova,19-Sep,Burial Mound,Survey,,Annual agriculture,,Annual agriculture,,Valley Bottom or Plain,,42.39170715,26.70793805,4693309.818,475961.022,3,96,,West,,BurialMound/Photo/8196_1.jpg,1.2,55,NA,50,,,,,No,,,4 - seriously damaged,Agriculture,,4 - minimal,Agriculture,,Last month,,,,,POINT(475961.021972 4693309.817781)
1.00E+18,9635,Vera Dolezalkova,19-Sep,Burial Mound,Legacy verification,,Pasture,grassland,Pasture,grassland,Lower slope,,42.41942536,26.08275713,4696753.727,424536.7148,3,142,,Southwest,31,BurialMound/Photo/9635_1.jpg,1.2,25,NA,25,,,,,No,,,2 - minor damage,Post-depositional,,3 - impaired,Unknown,,Unknown,,,,,POINT(424536.714808 4696753.727121)
1.00E+18,9636,Vera Dolezalkova,19-Sep,Burial Mound,Legacy verification,,Pasture,grassland,Pasture,grassland,Lower slope,,42.41769111,26.08063675,4696563.045,424360.1812,3,143,,South,32-33,BurialMound/Photo/9636_1.jpg,3,40,NA,35,,,,,No,,,3 - damaged,Looting,,3 - impaired,Looting,,Unknown,,"[01,irregular, 6,5,0.4,very old rt , no visible borders]",,BurialMound/CRMPhotos/9636_2.jpg,POINT(424360.18117 4696563.044979)
1.00E+18,9637,Vera Dolezalkova,19-Sep,Burial Mound,Legacy verification,,Pasture,grassland,Pasture,grassland,Lower slope,,42.41686453,26.07984916,4696471.965,424294.3887,128,144,,South,,BurialMound/Photo/9637_1.jpg,2.1,24,NA,23,,,,,No,,,3 - damaged,Looting,,3 - impaired,Looting,,Unknown,,"[01,rectangular, 2.5,1.5,0.8]",,BurialMound/CRMPhotos/9637_1.jpg,POINT(424294.388651 4696471.965073)
1.00E+18,8197,Bara Weissova,19-Sep,Burial Mound,Legacy verification,,Perennial agriculture,e.g orchard or vineyard,Perennial agriculture,e.g orchard or vineyard,Valley Bottom or Plain,,42.39284757,26.72205854,4693432.549,477123.664,3,97,,West,,BurialMound/Photo/8197_1.jpg,1.2,40,NA,30,,,,,No,,,4 - seriously damaged,Agriculture,,4 - minimal,Agriculture,,Last year,,,,,POINT(477123.66399 4693432.54893)
1.00E+18,8408,Adela Sobotkova,19-Sep,Burial Mound,Legacy verification,,Annual agriculture,,Annual agriculture,,Upper slope,,42.38367898,26.58384107,4692460.957,465742.493,3,109,,North,#470,BurialMound/Photo/8408_1.jpg,2.2,36,NA,NA,,,,one waster in the vicinity,No,,,3 - damaged,Agriculture,,2 - good,Agriculture,,Last week,ploughed as we stand on it),,,,POINT(465742.493035 4692460.957459)
1.00E+18,8409,Adela Sobotkova,19-Sep,Burial Mound,Legacy verification,,Annual agriculture,,Annual agriculture,,Upper slope,,42.38180441,26.57647614,4692255.806,465135.1859,3,110,146.4,Northwest,#473-474,BurialMound/Photo/8409_1.jpg,0.9,17,NA,NA,,,,,No,,,4 - seriously damaged,Agriculture,,4 - minimal,Agriculture,,Last month,,,,,POINT(465135.185941 4692255.806123)
1.00E+18,8198,Bara Weissova,19-Sep,Burial Mound,Legacy verification,,Annual agriculture,,Scrub,,Valley Bottom or Plain,,42.39734534,26.71407036,4693934.147,476467.8664,3,98,,West,,BurialMound/Photo/8198_1.jpg,7,55,NA,55,,,,,No,,,4 - seriously damaged,Looting,,4 - minimal,Looting,,Last year,,"01,rectangle,4,2,8, uneven surface soil from RT?",,BurialMound/CRMPhotos/8198_2.jpg,POINT(476467.866428 4693934.147483)
1.00E+18,8199,Bara Weissova,19-Sep,Burial Mound,Legacy verification,,Annual agriculture,,Annual agriculture,,Valley Bottom or Plain,,42.39793391,26.71351177,4693999.655,476422.1142,3,99,,West,,BurialMound/Photo/8199_1.jpg,2,60,NA,55,,,,,No,,,4 - seriously damaged,Agriculture,,4 - minimal,Agriculture,,Last year,,,,,POINT(476422.114238 4693999.654638)
1.00E+18,8410,Adela Sobotkova,19-Sep,Surface Scatter,Survey,SE of reservoir,Annual agriculture,,Annual agriculture,,Lower slope,,42.37246589,26.57889887,4691217.899,465329.4913,3,111,,Northwest,#479-480,BurialMound/Photo/8410_1.jpg,0.5,100,NA,NA,,,Artefact scatter,Byzantine pottery and ACC,Yes,Byzantine-Ottoman pottery,BurialMound/AssociatedFeatureOrMaterialPhoto/8410_1.jpg,3 - damaged,Agriculture,,3 - impaired,Agriculture,,Last month,,,,,POINT(465329.491281 4691217.899299)
1.00E+18,8411,Adela Sobotkova,19-Sep,Burial Mound,Legacy verification,mound with distinct light soilmark,Annual agriculture,,Annual agriculture,,Hilltop,,42.37267683,26.58172026,4691240.175,465561.9005,3,112,,East,#481-483,BurialMound/Photo/8411_1.jpg,1.4,25,NA,NA,,,,,No,,,3 - damaged,Agriculture,,3 - impaired,Agriculture,,Last month,,,ploughed up mound,,POINT(465561.900486 4691240.174638)
1.00E+18,8412,Adela Sobotkova,19-Sep,Burial Mound,Legacy verification,"low mound next to 8411, marked by soilmark",Annual agriculture,,Annual agriculture,,Hilltop,,42.37281273,26.58218179,4691255.078,465599.9731,3,113,,Northeast,#484,BurialMound/Photo/8412_1.jpg,0.3,15,NA,NA,,,,,No,,,5 - extinct or near extinct,Agriculture,,5 - none or nearly none,Agriculture,,Last week,,,,,POINT(465599.973108 4691255.078101)
1.00E+18,8413,Adela Sobotkova,19-Sep,Burial Mound,Legacy verification,,Annual agriculture,,Annual agriculture,,Hilltop,,42.37039156,26.59465723,4690981.267,466625.8272,3,114,,Southeast,#485,BurialMound/Photo/8413_1.jpg,0.3,15,NA,NA,,,,one red fw fragment,No,,,5 - extinct or near extinct,Agriculture,,5 - none or nearly none,Agriculture,,Last week,,,,,POINT(466625.827195 4690981.26665)
1.00E+18,8414,Adela Sobotkova,19-Sep,Burial Mound,Legacy verification,,Annual agriculture,,Annual agriculture,,Hilltop,,42.36982063,26.59540137,4690917.581,466686.7954,3,116,,Southeast,#486,BurialMound/Photo/8414_1.jpg,1.15,25,NA,NA,,,,,No,,,3 - damaged,Agriculture,,3 - impaired,Agriculture,,Last week,,,,,POINT(466686.795393 4690917.581284)
1.00E+18,9400,Vera Dolezalkova,20-Sep,Burial Mound,Legacy verification,Kochomova mogila,Annual agriculture,,Annual agriculture,,Valley Bottom or Plain,,42.44528436,26.27756544,4699470.352,440588.4763,3,146,158.3,East,"photos 6,7",BurialMound/Photo/9400_1.jpg,1.8,55,NA,50,,,,,No,,,2 - minor damage,Agriculture,,3 - impaired,Agriculture,,Last month,,,,,POINT(440588.476281 4699470.351716)
1.00E+18,9638,Vera Dolezalkova,20-Sep,Burial Mound,Legacy verification,,Annual agriculture,,Annual agriculture,,Valley Bottom or Plain,,42.45454954,26.27787542,4700498.926,440622.7206,3,147,,Northwest,photos#8,BurialMound/Photo/9638_1.jpg,1.6,39,NA,35,,,,,No,,,4 - seriously damaged,Agriculture,,3 - impaired,Agriculture,,Last month,,,,,POINT(440622.720593 4700498.925841)
1.00E+18,9639,Vera Dolezalkova,20-Sep,Surface Scatter,Legacy verification,,Annual agriculture,,Annual agriculture,,Valley Bottom or Plain,,42.4590303,26.28253038,4700993.216,441009.6863,3,148,,North,"photo#9-12
pottery scatter contains roman pottery and crumbled AC. 1 sherd per 3 sq metres ",BurialMound/Photo/9639_2.jpg,0,100,NA,100,,,Artefact scatter,possibly roman sherds with crumbled AC,No,,,3 - damaged,Agriculture,,4 - minimal,Agriculture,,Last month,,,,,POINT(441009.686316 4700993.216383)
1.00E+18,9640,Vera Dolezalkova,20-Sep,Burial Mound,Legacy verification,,Perennial agriculture,e.g orchard or vineyard,Perennial agriculture,e.g orchard or vineyard,Valley Bottom or Plain,,42.46006536,26.28660297,4701105.326,441345.5019,3,149,144,Northeast,photo#14-15,BurialMound/Photo/9640_1.jpg,0.8,25,NA,23,,,,,No,,,3 - damaged,Agriculture,,3 - impaired,Agriculture,,Unknown,,,,,POINT(441345.501876 4701105.32611)
1.00E+18,8200,Bara Weissova,20-Sep,Burial Mound,Legacy verification,,Forest,,Forest,,Hilltop,,42.27421933,26.58221865,4680307.703,465549.2602,3,100,,East,,BurialMound/Photo/8200_1.jpg,0.5,10,NA,10,,,Artefact scatter,fragment of a tile,No,Hellenistic,BurialMound/AssociatedFeatureOrMaterialPhoto/8200_2.jpg,5 - extinct or near extinct,Looting,,5 - none or nearly none,Agriculture,,Unknown,,"01, circle,4,8,1, manual excavation of almost entire mound; 02, rectangle,5,2,0.4, off main site of mound",only U shape margin of the mound left after looting,BurialMound/CRMPhotos/8200_2.jpg,POINT(465549.260162 4680307.703443)
1.00E+18,8415,Adela Sobotkova,20-Sep,Burial Mound,Legacy verification,2,Pasture,grassland,Pasture,grassland,Hilltop,edge of a cliff!,42.30640574,26.55841562,4683891.417,463604.9649,3,116,,Northeast,#504-505,BurialMound/Photo/8415_1.jpg,1.1,13,NA,10,,,,,No,,,3 - damaged,Post-depositional,looting,3 - impaired,Looting,,Last month,,"01,rect,1.5,0.8,0.8,fresh and manual",,BurialMound/CRMPhotos/8415_2.jpg,POINT(463604.964936 4683891.4169)
1.00E+18,8416,Adela Sobotkova,20-Sep,Extinct Burial Mound,Legacy verification,,Other,explain in notes (sand quarry at work,Other,explain in notes,Hilltop,,42.3086655,26.56087286,4684141.282,463808.7836,3,117,,Southeast,#506,BurialMound/Photo/8416_1.jpg,0,0,NA,NA,,,,,No,,,5 - extinct or near extinct,Excavation,,5 - none or nearly none,Infrastructure,,Last week,,,,,POINT(463808.783635 4684141.282011)
1.00E+18,8417,Adela Sobotkova,20-Sep,Extinct Burial Mound,Legacy verification,,Other,explain in notes (sand quarry,Other,explain in notes,Hilltop,,42.30872371,26.56085736,4684147.752,463807.5395,3,117,134,Southeast,#506,BurialMound/Photo/8417_1.jpg,0,0,NA,NA,,,,,No,,,5 - extinct or near extinct,Excavation,,5 - none or nearly none,Infrastructure,,Last week,,,,,POINT(463807.539522 4684147.751916)
1.00E+18,8201,Bara Weissova,20-Sep,Surface Scatter,Legacy verification,,Forest,,Forest,,,,42.27997579,26.60231899,4680938.935,467209.745,3,101,,North,"overgrown, impossible to be pictured in a better way",BurialMound/Photo/8201_2.jpg,8,45,NA,45,,,,,No,,,2 - minor damage,Looting,,1 - full,Looting,,Last year,,"01, rectangle,2.5,1.5,2.5, manual excavation",,,POINT(467209.744995 4680938.934936)
1.00E+18,9641,Vera Dolezalkova,20-Sep,Burial Mound,Legacy verification,,Annual agriculture,,Annual agriculture,,Valley Bottom or Plain,,42.45483635,26.30666296,4700511.035,442990.0704,3,150,147.7,East,photo#27-28,BurialMound/Photo/9641_1.jpg,2.6,43,NA,39,,,,,No,,,3 - damaged,Agriculture,,3 - impaired,Agriculture,,Last year,,,,,POINT(442990.070425 4700511.035069)
1.00E+18,8202,Bara Weissova,20-Sep,Burial Mound,Legacy verification,,Forest,,Scrub,,Hilltop,,42.28059626,26.60167666,4681008.076,467157.1041,96,102,,East,impossible to make better photo,BurialMound/Photo/8202_1.jpg,5,45,NA,45,,,,,No,,,2 - minor damage,Looting,,2 - good,Unknown,,Unknown,,"01, rectangle,8,4,1, manual excavation; 02, rectangle,5,6,1, manual excavation; 03, square, 1.5,1, manual excavation",,BurialMound/CRMPhotos/8202_2.jpg,POINT(467157.104138 4681008.075674)
1.00E+18,8418,Adela Sobotkova,20-Sep,Surface Scatter,Legacy verification,settlement mound,Pasture,grassland,Pasture,grassland,Hilltop,,42.31092922,26.55627709,4684394.599,463431.3267,3,119,,Northeast,,BurialMound/Photo/8418_1.jpg,1,100,NA,NA,,,,"coarse pottery,daub",Yes,Bronze age,,2 - minor damage,Agriculture,,2 - good,Agriculture,,Last month,,,,,POINT(463431.326685 4684394.599066)
1.00E+18,8203,Bara Weissova,20-Sep,Burial Mound,Legacy verification,,Annual agriculture,,Annual agriculture,,Valley Bottom or Plain,,42.28128901,26.61004932,4681081.8,467847.8076,3,103,,Northwest,,BurialMound/Photo/8203_1.jpg,1.8,50,NA,45,,,,,No,,,4 - seriously damaged,Agriculture,,4 - minimal,Agriculture,,Last month,,,,,POINT(467847.807585 4681081.799989)
