uuid,identifier,BurialMoundAuthor,TypeClean,Type Note,HeightMax,DiameterMax,createdBy,createdAtGMT,modifiedBy,modifiedAtGMT,MoundID,Date,Source,DescriptionOfMoundOrLocale,LanduseAroundMound,LanduseAroundMoundNote,LanduseOnTopOfMound,LanduseOnTopOfMoundNote,PositionInTheLandscape,MoundProminence,Latitude,Longitude,Northing,Easting,Accuracy,HandheldGPSPoint,Elevation,FacingDirectionForPhoto,NotesAndPhotoID,Photo,HeightMin,DiameterMin,OtherDimension,ShapeNotes,AssociatedFeatureOrMaterial,SurfaceMaterialDescription,SampleCollected,ChronologyEstimate,AssociatedFeatureOrMaterialPhoto,Condition,PrincipalSourceOfImpact,OtherSourcesOfImpact,ArchaeologicalPotential,MostRecentDamageWhat,MostRecentDamageWhat 2,MostRecentDamageWithin,MostRecentDamageWithin 2,RTDescription,CommentsAndRecommendations,CRMPhotos,geospatialcolumn
1000031664264999228,8656,Verka Dolezalkova,Burial Mound,,1.5,30,Verka Dolezalkova,2022-09-27 07:50:41.565 GMT,Verka Dolezalkova,2022-09-27 07:50:41 GMT,8656,27 Sep,Legacy verification,"ploughed over, next to the 8656 mound, associated pottery scatter for both of them, more Roman sherds on this one",Annual agriculture,,Annual agriculture,,Upper slope,Low,42.42532333333334,26.846086666666665,4697012.616760641,487338.49752611667,1.1,.,,West,718,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8656_1.jpg''}}",NA,NA,round,,Artefact scatter,Roman pottery scatter on the top ,No,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/8656_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/8656_2.jpg''}}",4 - seriously damaged,Agriculture,,4 - minimal,Agriculture,,Last month,,,ploughed over and around ,,POINT(487338.497526 4697012.616761)
1000111664265444482,9956,Sara Vejrup,Burial Mound,,1,25,Sara Vejrup,2022-09-27 07:57:29.664 GMT,Sara Vejrup,2022-09-27 07:57:29 GMT,9956,27 Sep,Legacy verification,"low Mound in a harrow field, ploughed out to a sprawling soil mark, close to extinction, hardly visible ",Annual agriculture,,Annual agriculture,,Lower slope,Low,42.446810000000006,26.952849999999998,4699388.042582206,496122.5849361609,1.3,075,153,Southwest,508 to 512,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9956_1.jpg''}}",0.3,NA,,,,none,No,,,4 - seriously damaged,Agriculture,,4 - minimal,Agriculture,,Last month,,,,,POINT(496122.584936 4699388.042582)
1000121664265838932,9896,Julie Lund,Burial Mound,,1,22,Julie Lund,2022-09-27 08:04:04.096 GMT,Julie Lund,2022-09-27 08:04:04 GMT,9896,27 Sep,Survey,"South of Erkesia, North-east from Pravdino, on a ridge top, the mound is on a ploughed field, the mound is ploughed too, causing its low dimension/height. Roman sherds around the mound/ generally in the field",Annual agriculture,,Annual agriculture,,Upper slope,Medium,42.44975666666666,26.94132833333333,4699715.823811998,495175.31827548734,1.6,79,164,Southwest,0031-0033,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9896_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9896_2.jpg''}, ''3'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9896_3.jpg''}}",0,NA,,,,,No,,,3 - damaged,Agriculture,,3 - impaired,Agriculture,,Last month,,none,,,POINT(495175.318275 4699715.823812)
1000031664266783894,8657,Verka Dolezalkova,Uncertain Feature,,0,0,Verka Dolezalkova,2022-09-27 08:19:52.629 GMT,Verka Dolezalkova,2022-09-27 08:19:52 GMT,8657,27 Sep,Legacy verification,"we explored the legacy verification point thoroughly,  but no observation of any mound. damaged during the road construction ",Pasture,grassland,Pasture,grassland,Lower slope,Nil,42.452983333333336,26.831091666666666,4700086.2564601395,486111.0607220881,1.2,.,,East,722,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8657_1.jpg''}}",NA,NA,,,,,No,,,5 - extinct or near extinct,Construction,,5 - none or nearly none,Urban development,,Unknown,,no observation ,,,POINT(486111.060722 4700086.25646)
1000121664267018031,9897,Julie Lund,Burial Mound,,1.8,24,Julie Lund,2022-09-27 08:23:41.574 GMT,Julie Lund,2022-09-27 08:23:41 GMT,9897,27 Sep,Legacy verification,"South of the previous mound, south of the Ekesia, north east of Pravdino, on a ploughed field, mound is ploughed too causing its low height/ not super prominent in the landscape, vegetation is completely removed, nice and flat, on top of a ridge stretching from south to north. ",Annual agriculture,,Annual agriculture,,Lower slope,Medium,42.44114166666667,26.94164,4698759.217970085,495200.28963233193,12.1,80,145,South,0034,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9897_1.jpg''}}",0,0,,Round,,,No,,,3 - damaged,Agriculture,,4 - minimal,Agriculture,,Last month,,none,,,POINT(495200.289632 4698759.21797)
1000111664267364217,9957,Sara Vejrup,Burial Mound,,2.5,22,Sara Vejrup,2022-09-27 08:29:31.881 GMT,Sara Vejrup,2022-09-27 08:38:14 GMT,9957,27 Sep,Legacy verification,"nice grassy mound in a ploughed field in the middle of ridge 3km SE of Zhitosvyat village, geodetic marker, tall grass and tree on top, mound is very visible and have a commanding view of the landscape, accessible via ploughed fields or dirt road from south ",Annual agriculture,,Pasture,grassland,Hilltop (ridge top),Super prominent,42.43980499999999,26.962361666666666,4698609.8345056325,496904.4390535537,1.2,076,154,South,513 to 115 last 2 facing north,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9957_1.jpg''}}",NA,NA,,,,none,No,,,1 - pristine,Animal activity,"one big tree, geodetic marker, geodetic marker ",1 - full,Animal activity,,Unknown,,none,none,,POINT(496904.439054 4698609.834506)
1000031664267388222,8658,Verka Dolezalkova,Burial Mound,,1.8,31,Verka Dolezalkova,2022-09-27 08:30:23.741 GMT,Verka Dolezalkova,2022-09-27 08:34:08 GMT,8658,27 Sep,Legacy verification,"South from Nedyalsko village,  a military trench at its west",Pasture,grassland,Forest,,Upper slope,Medium,42.455594999999995,26.827446666666667,4700376.852824061,485811.930286488,1.4,.,,South,724,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8658_1.jpg''}}",NA,NA,,,,,No,,,4 - seriously damaged,Urban development,village garbage all around ,4 - minimal,Urban development,,Last year,,"1 shallow RT on the top, old and overgrown ","overgrown with grass, impossible to trace RTs borders ",,POINT(485811.930286 4700376.852824)
1000031664267810816,8659,Verka Dolezalkova,Burial Mound,,3,30,Verka Dolezalkova,2022-09-27 08:36:59.699 GMT,Verka Dolezalkova,2022-09-27 08:50:09 GMT,8659,27 Sep,Legacy verification,"right next to 8658, more damaged, also with more recent looting ",Forest,,Scrub,,Upper slope,High,42.45540333333334,26.82763166666667,4700355.539681876,485827.0985599235,1.5,.,,South,726,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8659_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8659_2.jpg''}, ''3'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8659_3.jpg''}}",NA,NA,,,,,No,,,4 - seriously damaged,Looting,,4 - minimal,Looting,,Unknown,,"1RT: round,old, overgrown,2m in diameter, 0.5m deep
2RT: rectangular, old,  overgrown, 2x1.2 dimensions,  0.6m deep
3RT: military trench, large, newer, 6x4m, 1.5m deep, cut from the foot. Few white stones around",,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8659_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8659_2.jpg''}, ''3'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8659_3.jpg''}}",POINT(485827.09856 4700355.539682)
1000121664267823425,9898,Julie Lund,Burial Mound?,,0.5,16,Julie Lund,2022-09-27 08:37:07.577 GMT,Julie Lund,2022-09-27 08:37:07 GMT,9898,27 Sep,Survey,"South east of Pravdino village, on the western slope of a ridge, east from a creek, on a sowed field, the mound is full of medium size stones, and nearby (east) are two cluster of medium sized stones. Full of scrub, difficult to enter. the stones are possibly moved from the field when the farmers cleaned the field.",Annual agriculture,,Scrub,,Lower slope,Medium,42.439679999999996,26.939828333333335,4698597.022286508,495051.1774288378,5.9,,,West,0035-0036,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9898_1.jpg''}}",0,0,,,,,No,,,4 - seriously damaged,Agriculture,,3 - impaired,Agriculture,,Last month,,none,,,POINT(495051.177429 4698597.022287)
1000111664268848343,9958,Sara Vejrup,Burial Mound,,2.7,22,Sara Vejrup,2022-09-27 08:54:18.122 GMT,Sara Vejrup,2022-09-27 08:57:04 GMT,9958,27 Sep,Legacy verification,"grassy mound in a Scrubby field division  with 3 rts, easy visible, field size stones on the surface ",Scrub,,Pasture,grassland,Lower slope,Medium,42.43763333333333,26.95664,4698368.922789404,496433.7380036476,1.3,077,136,Southwest,"525, 527 to 534","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9958_1.jpg''}}",NA,NA,,,,none,No,,,3 - damaged,Looting,,3 - impaired,Post-depositional,,Last year,,"01semi circle, overgrown but part of the trench is collapsed, 5x31.7, manually excavated, 
02, round, 1.5x0.5, Shallow overgrown, manually excavated 
03long oval, 7x2x1, Westside, Scrubby, manually excavated ",,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9958_1.jpg''}}",POINT(496433.738004 4698368.922789)
1000031664269956536,8660,Verka Dolezalkova,Burial Mound,,1.5,30,Verka Dolezalkova,2022-09-27 09:12:50.621 GMT,Verka Dolezalkova,2022-09-27 09:12:50 GMT,8660,27 Sep,Legacy verification,mound north from Nedyalskom ploughed over ,Annual agriculture,,Annual agriculture,,Upper slope,Medium,42.479895000000006,26.803641666666667,4703079.329816593,483860.82460583444,1.3,.,,West,736,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8660_1.jpg''}}",NA,NA,,,,,No,,,4 - seriously damaged,Agriculture,,4 - minimal,Agriculture,,Last month,,no observation ,ploughed over ,,POINT(483860.824606 4703079.329817)
1000121664270253941,9899,Julie Lund,Burial Mound,,1.8,17,Julie Lund,2022-09-27 09:17:39.125 GMT,Julie Lund,2022-09-27 09:21:49 GMT,9899,27 Sep,Legacy verification,"North of the village Pravdino, on a hilltop, south of river Malkata, full of grass, cow shit, and scrub, pasture, there are two little very old RTs on the mound and bushes. RT on the periphery is about 1 m  diameter and 0,4 depth. the RT on the top is 0,8 diameter and 0,3 depth.",Pasture,grassland (very scrubby,Pasture,grassland,Hilltop,Super prominent,42.429453333333335,26.92895,4697462.172157785,494155.53803303995,1.2,82,139,North,0037-0039,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9899_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9899_2.jpg''}, ''3'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9899_3.jpg''}}",0,0,,,,,No,,,2 - minor damage,Animal activity,agriculture/natural,3 - impaired,Animal activity,,Unknown,,probably not,,,POINT(494155.538033 4697462.172158)
1000031664270251615,8661,Verka Dolezalkova,Burial Mound,,0.5,20,Verka Dolezalkova,2022-09-27 09:17:48.633 GMT,Verka Dolezalkova,2022-09-27 09:17:48 GMT,8661,27 Sep,Legacy verification,"next to 8660. low damaged mound, spotted thanks to soilmarks",Annual agriculture,,Annual agriculture,,Lower slope,Low,42.480203333333336,26.802920000000004,4703113.704141609,483801.58855314157,1.2,.,,Northwest,737,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8661_1.jpg''}}",NA,NA,,ploughed over ,,,No,,,4 - seriously damaged,Agriculture,,4 - minimal,Agriculture,,Last month,,,ploughed over ,,POINT(483801.588553 4703113.704142)
1000031664270553477,8662,Verka Dolezalkova,Burial Mound,,1.6,22,Verka Dolezalkova,2022-09-27 09:22:54.182 GMT,Verka Dolezalkova,2022-09-27 09:22:54 GMT,8662,27 Sep,Legacy verification,low mound next to 8660 and 8661,Annual agriculture,,Annual agriculture,,Lower slope,Low,42.48063333333333,26.803828333333332,4703161.27756026,483876.35677064786,1.3,.,,Northeast,742,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8662_1.jpg''}}",NA,NA,,,,,No,,,4 - seriously damaged,Agriculture,,4 - minimal,Agriculture,,Last month,,,ploughed over ,,POINT(483876.356771 4703161.27756)
1000081664271119428,9959,Mathias Kaas,Extinct Burial Mound,,1.5,100,Mathias Kaas,2022-09-27 09:32:07.296 GMT,Mathias Kaas,2022-09-27 09:32:07 GMT,9959,27 Sep,Legacy verification,"Mound sprawling over 60-100 m in diameter, at the edge of a ploughed field and under a Scrubby part. Visible only as soil mark and terrain wave at the northeast and east part.
Pile of stones in the scrub, possibly field stones or mound stones.",Annual agriculture,,Scrub,,Lower slope,Low,42.43597333333334,26.957424999999997,4698184.568128549,496498.2100597598,1.2,078,128,Southwest,535 ,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9959_1.jpg''}}",NA,60,,,,none,No,,,5 - extinct or near extinct,Agriculture,,5 - none or nearly none,Agriculture,,Last month,,none,,,POINT(496498.21006 4698184.568129)
1000031664271330393,8663,Verka Dolezalkova,Burial Mound,,4,35,Verka Dolezalkova,2022-09-27 09:35:38.750 GMT,Verka Dolezalkova,2022-09-27 09:42:41 GMT,8663,27 Sep,Legacy verification,"Kurgan Kosmatata,  on the road from Nedyalsko to Palauzovo",Annual agriculture,,Scrub,,Valley Bottom or Plain,Super prominent,42.48524666666667,26.800731666666668,4703674.127400829,483623.0402318349,0.9,.,,Northwest,744,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8663_1.jpg''}}",NA,NA,,,,,No,,,2 - minor damage,Looting,,3 - impaired,Animal activity,,Last month,,"1 old and shallow RT, overgrown, impossible to trace its borders. ","overgrown with dense scrub,  hard to observe any other damage ","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8663_1.jpg''}}",POINT(483623.040232 4703674.127401)
1000081664271915012,9960,Mathias Kaas,Burial Mound,,1.8,24,Mathias Kaas,2022-09-27 09:45:18.873 GMT,Mathias Kaas,2022-09-27 09:45:18 GMT,9960,27 Sep,Legacy verification,"Mound on harrowed field with newly seedings. Perfect surface visibility and good accessibility, 50 m south of dirtroad.
",Annual agriculture,,Annual agriculture,,Lower slope,High,42.434756666666665,26.957886666666663,4698049.453793177,496536.1151007279,1.1,079,121,South,536 to 542,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9960_1.jpg''}}",NA,NA,,,,none,No,,,3 - damaged,Agriculture,,2 - good,Agriculture,,Last month,,none,,,POINT(496536.115101 4698049.453793)
1000081664272636680,9961,Mathias Kaas,Burial Mound,,1.4,24,Mathias Kaas,2022-09-27 09:57:23.470 GMT,Mathias Kaas,2022-09-27 09:57:23 GMT,9961,27 Sep,Legacy verification,Mound on harrowed newly seedings. Perfect surface visibility and good accessibility. Adela quote: looking like a virgins breast in the distance.,Annual agriculture,,Annual agriculture,,Upper slope,Medium,42.43109833333333,26.95694,4697643.281508251,496458.0443616586,1.4,080,121,South,543 to 545,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9961_1.jpg''}}",NA,NA,,,,none,No,,,3 - damaged,Agriculture,,2 - good,Agriculture,,Last month,,none,,,POINT(496458.044362 4697643.281508)
1000081664273919070,9962,Mathias Kaas,Burial Mound,,3.2,24,Mathias Kaas,2022-09-27 10:18:43.690 GMT,Mathias Kaas,2022-09-27 10:20:28 GMT,9962,27 Sep,Legacy verification,"The northern mound in the thrite mogile, in harvested field, with scrub on top. Lots of irregular RT''s, one large on the west side. ",Annual agriculture,,Scrub,,Lower slope,Medium,42.428773333333325,26.964618333333338,4697384.828294755,497089.527986042,1.1,081,116,Southeast,"Associated feature: 548 to 549

mound and rt: 549 to 553","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9962_1.jpg''}}",NA,NA,,,Stone wall (krepis),Scrubby patch 20 m to the west with a stone wall going east-west.,No,,,3 - damaged,Looting,,3 - impaired,Looting,,Last year,,"01: Rectangular , 2x2,5x1.5 m, fresh(probably this summer), looking on western profile with no stones, Shallow.

Unacceptable Rt''s, lots of stones by the top of mound, big block of field stones in a wall formation.",,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9962_1.jpg''}}",POINT(497089.527986 4697384.828295)
1000031664274178511,8664,Verka Dolezalkova,Extinct Burial Mound,,0,0,Verka Dolezalkova,2022-09-27 10:23:03.708 GMT,Verka Dolezalkova,2022-09-27 10:23:03 GMT,8664,27 Sep,Legacy verification,"extinct mound in the middle of the ploughed, south from Palauzovo. no soil marks, no material ",Annual agriculture,,Annual agriculture,,Lower slope,Nil,42.500094999999995,26.775588333333335,4705328.024295329,481560.9850396533,1.2,.,,South,751,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8664_1.jpg''}}",NA,NA,,,,,No,,,5 - extinct or near extinct,Agriculture,,4 - minimal,Agriculture,,Last month,,,ploughed over ,,POINT(481560.98504 4705328.024295)
1000121664274980958,9900,Julie Lund,Burial Mound,,1.7,26,Julie Lund,2022-09-27 10:36:24.560 GMT,Julie Lund,2022-09-27 10:36:24 GMT,9900,27 Sep,Legacy verification,"Wheat field harvested, the mound is grass and oak trees, south of village Pravdino, north of the village Zarnica, there are one pile of medium sized stone on the northern slope of the mound as well as a pile on the top covered in scrub. mound not ploughed over.",Perennial agriculture,e.g orchard or vineyard,Pasture,grassland,Hilltop,High,42.403639999999996,26.929536666666664,4694595.898051281,494201.41868772183,1.3,83,194,South,0063-0064,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9900_1.jpg''}}",0,0,,Round,,,No,,,2 - minor damage,Agriculture,,3 - impaired,Agriculture,,Last year,,none,,,POINT(494201.418688 4694595.898051)
1000031664275288337,8665,Verka Dolezalkova,Surface Scatter,,0,200,Verka Dolezalkova,2022-09-27 10:41:46.541 GMT,Verka Dolezalkova,2022-09-27 10:41:46 GMT,8665,27 Sep,Legacy verification,pottery scatter ,Annual agriculture,,Annual agriculture,,Lower slope,Nil,42.49952666666666,26.769433333333335,4705266.273910991,481055.08133856143,1.4,,,No Observation,754,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8665_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8665_2.jpg''}}",NA,NA,,pottery scatter in a radius of 200m from the point ,Artefact scatter,Roman pottery ,No,,,3 - damaged,Agriculture,,3 - impaired,Agriculture,,Last month,,,,,POINT(481055.081339 4705266.273911)
1000081664275393862,9963,Mathias Kaas,Burial Mound,,2.1,16,Mathias Kaas,2022-09-27 10:43:16.860 GMT,Mathias Kaas,2022-09-27 10:59:12 GMT,9963,27 Sep,Survey,"Round mound in scrub path with harvested field around, in he middle of the Thrite Mogile. Loose sones from the trenches.
Lots of RT''s.",Scrub,,Pasture,grassland (with scrub and oak trees on top,Lower slope,Medium,42.42841,26.96469833333333,4697344.482046644,497096.09196191066,1.4,082,119,North,554 to 560,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9963_1.jpg''}}",NA,NA,,,,"loose stones on top, all around",No,,,4 - seriously damaged,Looting,,4 - minimal,Looting,,Last year,,"01, half moon shape, 7x2x1.5 on the west side of mound, shallow, fresh ( last two years)

02, square, 1.5x1.5x0.5 m on the northern side, shallow

03, rectangular,  3x2x1.4 in the middle, shallow

04, rectangular,  4x2x1, in the southern part of mound.

05, round, 1.5x1.1 m, Shallow.

Protruding stones in all rt''s.",,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9963_1.jpg''}}",POINT(497096.091962 4697344.482047)
1000031664276410080,8666,Verka Dolezalkova,Other,,3,30,Verka Dolezalkova,2022-09-27 11:00:29.360 GMT,Verka Dolezalkova,2022-09-27 11:05:51 GMT,8666,27 Sep,Legacy verification,"bunker, overgrown,  concrete well-liks structure on the top, stone structure inside,  possibly a reservoir ",Annual agriculture,,Scrub,,Lower slope,Medium,42.50648833333333,26.766015,4706040.057655135,480776.34065223986,1.1,.,,Northwest,757,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8666_1.jpg''}}",NA,NA,,tall overgrown concrete bunker,,,No,,,3 - damaged,Construction,,5 - none or nearly none,Urban development,,Unknown,,,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8666_1.jpg''}}",POINT(480776.340652 4706040.057655)
1000081664276564423,9964,Mathias Kaas,Burial Mound,,4,20,Mathias Kaas,2022-09-27 11:02:50.217 GMT,Mathias Kaas,2022-09-27 11:02:50 GMT,9964,27 Sep,Legacy verification,"Southern mound in the Thrite Mogile, in a Scrubby patch with harvested fields around. Circled by scrub and trees.",Pasture,grassland,Scrub,,Lower slope,High,42.42810333333333,26.964558333333336,4697310.435442798,497084.5613790763,1.1,083,123,South,561 to 563,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9964_1.jpg''}}",NA,NA,,,,"loose stones on top, pulled from rt",No,,,3 - damaged,Looting,,3 - impaired,Looting,,Unknown,,"01, round on the top center, 3x1.5, last three years",,,POINT(497084.561379 4697310.435443)
1000121664276719431,9901,Julie Lund,Burial Mound,,1,25,Julie Lund,2022-09-27 11:05:24.599 GMT,Julie Lund,2022-09-27 11:05:24 GMT,9901,27 Sep,Legacy verification,"North from village zarnica, located within a vineyard, the vineyard is located midst agricultural fields. pillars forrhe grapes are made of concrete.",Perennial agriculture,e.g orchard or vineyard,Annual agriculture,,Lower slope,Low,42.39353833333333,26.925009999999997,4693474.562127803,493827.91951895645,1.3,84,178,East,0065,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9901_1.jpg''}}",0,NA,,,,,No,,,4 - seriously damaged,Agriculture,,5 - none or nearly none,Agriculture,,Last month,,none,,,POINT(493827.919519 4693474.562128)
1000031664277018114,8667,Verka Dolezalkova,Surface Scatter,,0,150,Verka Dolezalkova,2022-09-27 11:10:38.011 GMT,Verka Dolezalkova,2022-09-27 11:10:38 GMT,8667,27 Sep,Legacy verification,Roman pottery scatter ,Annual agriculture,,Annual agriculture,,Lower slope,Nil,42.506260000000005,26.766380000000005,4706014.621120346,480806.2583612402,1.4,.,,South,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8667_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8667_2.jpg''}}",NA,NA,,150m radius of a scatter ,,Roman and late antique pottery ,No,,,3 - damaged,Agriculture,,4 - minimal,Agriculture,,Last month,,,,,POINT(480806.258361 4706014.62112)
1000121664278069515,9902,Julie Lund,Uncertain Feature,,0,0,Julie Lund,2022-09-27 11:27:54.668 GMT,Julie Lund,2022-09-27 11:27:54 GMT,9902,27 Sep,Legacy verification,"This is not a mound, these are rocky features, very rocky. North west fom Zornica. Surrounded by ploughed field. The rocky patch is covered in trees and scrub and trash. ",Annual agriculture,,Scrub,,Lower slope,Nil,42.39630833333334,26.914866666666665,4693782.919859838,492993.3766872391,1.2,85,185,Southwest,0066,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9902_1.jpg''}}",0,0,,,,,No,,,0 - No observation,No observation,,5 - none or nearly none,Not available,,Not relevant,,0,,,POINT(492993.376687 4693782.91986)
1000081664278634296,9965,Mathias Kaas,Burial Mound,,1,24,Mathias Kaas,2022-09-27 11:37:17.887 GMT,Mathias Kaas,2022-09-27 11:37:17 GMT,9965,27 Sep,Legacy verification,"overploughed low mound in freshly harrowed/disced field, with notable light gray soil mark with darker background. Soft ashy soil, visible on 571",Annual agriculture,,Annual agriculture,,Upper slope,Medium,42.42136666666667,26.978913333333335,4696562.022471398,498265.22084992414,1.1,087,107,Southeast,565 to 567,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9965_1.jpg''}}",NA,NA,,,,1 piece of fine red fabric,No,,,3 - damaged,Agriculture,,3 - impaired,Agriculture,,Last week,,none,,,POINT(498265.22085 4696562.022471)
1000081664278975950,9966,Mathias Kaas,Burial Mound,,1.4,32,Mathias Kaas,2022-09-27 11:42:58.572 GMT,Mathias Kaas,2022-09-27 11:42:58 GMT,9966,27 Sep,Legacy verification,"Low overploughed mound in freshly disced field. Faint soil mark.
No finds.
",Annual agriculture,,Annual agriculture,,Upper slope,Low,42.420604999999995,26.978855,4696477.450457706,498260.40076984715,1.3,085,105,Southeast,569 to 570,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9966_1.jpg''}}",NA,NA,,,,"Two locent shaped features to the south of the mound, that the tractors avoid.",No,,,3 - damaged,Agriculture,,4 - minimal,Agriculture,,Last week,,none,,,POINT(498260.40077 4696477.450458)
1000031664279503122,8668,Verka Dolezalkova,Burial Mound,,2,40,Verka Dolezalkova,2022-09-27 11:51:48.302 GMT,Verka Dolezalkova,2022-09-27 11:51:48 GMT,8668,27 Sep,Legacy verification,overploughed mound on annually ploughed field. South of palauzovo next to main road between palauzovo and nedyalsko,Annual agriculture,,Annual agriculture,,Lower slope,Medium,42.5065,26.776441666666663,4706039.042039725,481632.9749656117,1.4,,,West,767,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8668_1.jpg''}}",1.5,NA,,,,,No,,,4 - seriously damaged,Agriculture,,3 - impaired,Agriculture,,Last month,,,,,POINT(481632.974966 4706039.04204)
1000081664280898608,9967,Mathias Kaas,Burial Mound,,1.7,30,Mathias Kaas,2022-09-27 12:15:02.535 GMT,Mathias Kaas,2022-09-27 12:15:02 GMT,9967,27 Sep,Legacy verification,"Well preserved overploughed mound in a harvested field both on top and around.
Located northeast of the Malina village",Annual agriculture,,Annual agriculture,,Lower slope,Medium,42.41663333333333,26.994506666666666,4696036.24663909,499548.0349258388,1.2,086,100,Northwest,572 to 574,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9967_1.jpg''}}",NA,NA,,,,none,No,,,2 - minor damage,Agriculture,,2 - good,Agriculture,,Last month,,none,,,POINT(499548.034926 4696036.246639)
