uuid,identifier,createdBy,createdAtGMT,modifiedBy,modifiedAtGMT,MoundID,Date,BurialMoundAuthor,TypeClean,Type Note,Source,DescriptionOfMoundOrLocale,LanduseAroundMound,LanduseAroundMoundNote,LanduseOnTopOfMound,LanduseOnTopOfMoundNote,PositionInTheLandscape,MoundProminence,Latitude,Longitude,Northing,Easting,Accuracy,HandheldGPSPoint,Elevation,FacingDirectionForPhoto,NotesAndPhotoID,Photo,HeightMax,DiameterMax,HeightMin,DiameterMin,OtherDimension,ShapeNotes,AssociatedFeatureOrMaterial,SurfaceMaterialDescription,SampleCollected,ChronologyEstimate,AssociatedFeatureOrMaterialPhoto,Condition,PrincipalSourceOfImpact,OtherSourcesOfImpact,ArchaeologicalPotential,MostRecentDamageWhat,MostRecentDamageWhat 2,MostRecentDamageWithin,MostRecentDamageWithin 2,RTDescription,CommentsAndRecommendations,CRMPhotos,geospatialcolumn
1000061663325641323,9848,Mathias Kaas,2022-09-16 10:54:04.076 GMT,Joel Sercombe,2022-09-21T10:59:19Z,9848,16 Sep,Mathias Kaas,Burial Mound,,Legacy verification,mound in the middle of ploughed field. in the start of the mound a small forrest begins. a stone marker (triangular point?) on top of the mound.,Scrub,,Forest,,Upper slope,Medium,42.05860166666666,26.575758333333336,4656369.791564258,464897.53572264826,1.5,028,237,North,DSC_0016,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9848_1.jpg''}}",4.5,35,NA,NA,,round,,none ,No,,,2 - minor damage,Erosion,,2 - good,Agriculture,,Last week,,,,,POINT(464897.535723 4656369.791564)
1000031663327028858,8612,Verka Dolezalkova,2022-09-16 11:17:47.610 GMT,Verka Dolezalkova,2022-09-16T11:28:16Z,8612,16 Sep,Verka Dolezalkova,Burial Mound,,Legacy verification,ploughed large  mound in the middle of the  ploughed field ,Annual agriculture,,Annual agriculture,,Upper slope,Super prominent,42.00738833333333,26.602444999999996,4650672.978392968,467079.2213829683,1.3,044,,North,084,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8612_1.jpg''}}",6,50,5,NA,,"large prominent mound, ",Artefact scatter,"one sherd found at the foot of the mound, small crumbled white stones all over the top of mound",No,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/8612_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/8612_2.jpg''}}",3 - damaged,Agriculture,,3 - impaired,Agriculture,,Last month,,,,,POINT(467079.221383 4650672.978393)
1000091663327338677,8754,Sara Vejrup,2022-09-16 11:22:23.842 GMT,Sara Vejrup,2022-09-16T11:23:30Z,8754,16 Sep,Sara Vejrup,Other,"tank implacement, military feature )",Survey,a military feature 20m north of mound with an associate chicken foot trench,Scrub,,Pasture,grassland,Upper slope,Medium,42.12491333333334,26.650333333333332,4663704.515448689,471098.12451884605,1.2,022,,South,108-0177,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8754_1.jpg''}}",2.5,8,NA,NA,,"8 x 4 x 2,5 ",,,No,,,0 - No observation,Other,military,No observation,Infrastructure,,Unknown,,,,,POINT(471098.124519 4663704.515449)
1000041663412954438,9746,Todor  Valchev,2022-09-17 11:09:19.644 GMT,Adela Sobotkova,2022-09-17T18:00:58Z,9746,17 Sep,Todor  Valchev,Burial Mound,,Survey,"in the village 
",Urban,in a settlement or surrounded by infrastructure,Pasture,grassland,Upper slope,High,42.14212166666666,26.645341666666663,4665616.886321541,470693.4695908135,1.4,,,South,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9746_1.jpg''}}",4,40,NA,NA,,,,,No,,,1 - pristine,No observation,,1 - full,No observation,,Not relevant,,,,,POINT(470693.469591 4665616.886322)
1000061663565291712,8614,Mathias Kaas,2022-09-19 05:28:19.334 GMT,Mathias Kaas,2022-09-19T05:33:07Z,8614,19 Sep,Mathias Kaas,Burial Mound,,Legacy verification,Round mound. east of the Valja Polyana village.,Pasture,grassland,Pasture,grassland,Upper slope,High,42.00783499999999,26.684624999999997,4650694.23711913,473884.58289945265,1.4,045,,South,088,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8614_1.jpg''}}",3,22,NA,NA,,,,none,No,,,2 - minor damage,Animal activity,,3 - impaired,Animal activity,,Last year,,"Densely overgrown with grass, no RT''s.",,,POINT(473884.582899 4650694.237119)
1000101663565364766,9849,Angel Grigorov,2022-09-19 05:29:30.142 GMT,Angel Grigorov,2022-09-19T05:44:07Z,9849,19 Sep,Angel Grigorov,Burial Mound,,Legacy verification,A small mound located on the lower top of a hill. The sorraunding ground is ploughed field with low density of threes. The mound is also ploughed and this is the reason it is so flatty.,Annual agriculture,,Annual agriculture,,Lower slope,High,42.05087166666667,26.579756666666672,4655509.894631846,465224.1483741769,1.4,030,217,West,DSC_0001 to 0004,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9849_1.jpg''}}",2,30,1.5,NA,,Round,,none,No,,,2 - minor damage,Agriculture,,3 - impaired,Agriculture,,Last month,,,,,POINT(465224.148374 4655509.894632)
1000021663565404542,8755,Adela Sobotkova,2022-09-19 05:30:09.796 GMT,Adela Sobotkova,2022-09-19T05:31:28Z,8755,19 Sep,Adela Sobotkova,Burial Mound?,,Survey,"low stony mound on a ridge in a forest east of the hunting lodge. hidden in the forest but visible and accessible from the north. stones are basketball size. it could be an outcrop of stone, but it is a different color than the bedrock.",Forest,,Scrub,grassy clearing in the forest,Hilltop,Medium,42.013850000000005,26.761774999999997,4651341.422341969,480275.04492142,1.2,23,457,Northwest,180,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8755_1.jpg''}}",0.6,12,NA,NA,,oval or slightly irregular,,,No,none,,2 - minor damage,Post-depositional,none,2 - good,Post-depositional,,Unknown,,none,,,POINT(480275.044921 4651341.422342)
1000061663566037036,8615,Mathias Kaas,2022-09-19 05:40:42.228 GMT,Mathias Kaas,2022-09-19T05:41:10Z,8615,19 Sep,Mathias Kaas,Burial Mound,,Legacy verification,Round mound. Southeast of the Valcha Polya village ,Pasture,grassland,Scrub,,Upper slope,High,42.004675,26.686269999999997,4650342.8845152855,474019.5157334311,1.1,046,,Northwest,090,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8615_1.jpg''}}",2.5,20,NA,NA,,,,loose white stones on the top of the mound. ,No,,,3 - damaged,Looting,,3 - impaired,Looting,,Unknown,,1: large round rt on top of the mound impossible to trace the exact border.Sleigh overgrown. Roughly 2 m in diameter ,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8615_1.jpg''}}",POINT(474019.515733 4650342.884515)
1000101663566820930,9850,Angel Grigorov,2022-09-19 05:53:46.103 GMT,Angel Grigorov,2022-09-19T06:00:53Z,9850,19 Sep,Angel Grigorov,Burial Mound,,Legacy verification,A small mound located on the lower top of a hill. The sorraunding ground is ploughed field with low density of threes. The mound is also ploughed and this is the reason it is so flatty.,Annual agriculture,,Annual agriculture,,Lower slope,High,42.0506,26.579209999999996,4655479.953826337,465178.7623145583,1.2,031,217,West,0005 to 0007,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9850_1.jpg''}}",2,30,2.5,NA,,Roun,,none,No,,,2 - minor damage,Agriculture,,3 - impaired,Agriculture,,Last month,,,,,POINT(465178.762315 4655479.953826)
1000021663566846934,8756,Adela Sobotkova,2022-09-19 05:54:12.125 GMT,Adela Sobotkova,2022-09-19T05:56:52Z,8756,19 Sep,Adela Sobotkova,Burial Mound?,,Survey,"25. m north of 8755, low stony mound in a forest, hard to find with low visibility. closer to the road than 8755, but uncertain. full grown trees with an old RT and a stone circle on top.",Forest,,Forest,,Hilltop,Low,42.01389000000001,26.762103333333336,4651345.7879079385,480302.2431769631,1.3,24,458,Northwest,"186, 189.","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8756_1.jpg''}}",0.5,10,NA,NA,,roundish.,,stones arranged into a circle. embedded in soil. basketball sized,No,,,3 - damaged,Looting?,trees growing. ,3 - impaired,Looting?,,Unknown,,"1,round,3,0.2,manual and overgrown",,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8756_1.jpg''}}",POINT(480302.243177 4651345.787908)
1000121663566871718,9747,Joel Sercombe,2022-09-19 05:54:36.851 GMT,Joel Sercombe,2022-09-19T05:56:44Z,9747,19 Sep,Joel Sercombe,Surface Scatter,,Survey,North West of Malomirovo,Annual agriculture,,Annual agriculture,,Upper slope,Medium,42.14321333333334,26.631598333333333,4665742.904257632,469558.33623274276,10.3,003,,East,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9747_1.jpg''}}",0,120,NA,NA,120m x 90m ,,Artefact scatter - Other (Human tooth of uncertain age),Chaff and straw left over from agriculture ,Yes,Roman ,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/9747_1.jpg''}}",2 - minor damage,Agriculture,,2 - good,Agriculture,,Last month,,N/A,,,POINT(469558.336233 4665742.904258)
1000101663568173831,9851,Angel Grigorov,2022-09-19 06:16:19.006 GMT,Angel Grigorov,2022-09-19T14:08:21Z,9851,19 Sep,Angel Grigorov,Surface Scatter,,Survey,"In the ploughed field with good visibility, east from the mounds ID 9849 and 9850 we found a ceramic sherds spread all around the field.",Annual agriculture,,Annual agriculture,,Upper slope,High,42.051525000000005,26.581558333333337,4655581.703457145,465373.59448186855,1.2,032,229,Southwest,"The photos are taken from the NE Hill across the stream
0009 ","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9851_1.jpg''}}",0,0,NA,NA,Unknown,Unknown,Artefact scatter,"Bricks, rooftiles, ceramic for everyday use
photo ID: 0010 to 0012",Yes,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/9851_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/9851_2.jpg''}}",3 - damaged,Agriculture,,3 - impaired,Agriculture,,Last month,,,,,POINT(465373.594482 4655581.703457)
1000061663568319334,8616,Mathias Kaas,2022-09-19 06:18:44.536 GMT,Mathias Kaas,2022-09-19T06:19:34Z,8616,19 Sep,Mathias Kaas,Burial Mound,,Legacy verification,South of the Valcha Polyana village,Pasture,grassland,Pasture,grassland,Hilltop,High,42.00096833333334,26.680655,4649933.0557686025,473552.9931139662,0.8,047,,West,094,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8616_1.jpg''}}",2,22,NA,NA,,,,none,No,,,3 - damaged,Animal activity,,3 - impaired,Animal activity,,Last year,,No visible but still damaged,,,POINT(473552.993114 4649933.055769)
1000021663570207911,8757,Adela Sobotkova,2022-09-19 06:50:13.123 GMT,Adela Sobotkova,2022-09-19T06:52:24Z,8757,19 Sep,Adela Sobotkova,Extinct Burial Mound,,Legacy verification,"20m. Northwest of barbed wire fence, 1 km. northeast of the hunting lodge. in a small clearing in the forest, surrounded by trees and patchy scrub with some clearings, but with no obvious mound.",Forest,,Forest,,Hilltop,Low,42.013220000000004,26.769299999999998,4651269.767399539,480897.92440982134,1.4,25,476,North,192,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8757_1.jpg''}}",0,0,NA,NA,,none,,no material,No,,,5 - extinct or near extinct,"Other (specify in Annotation) (Mound is not here, but we were unable to establish the reason why.)",unknown,5 - none or nearly none,Unknown,,Unknown,,nonevisible,none,,POINT(480897.92441 4651269.7674)
1000061663570213541,8617,Mathias Kaas,2022-09-19 06:50:21.229 GMT,Mathias Kaas,2022-09-19T06:50:35Z,8617,19 Sep,Mathias Kaas,Burial Mound,,Legacy verification,"North and west slope of the mound is inaccessible, only accessible from the south. Situated of the nort side of the road leading from Valcha Polyana to Golyam Dervent. Local toponym Madzharova mogila ",Scrub,,Forest,,Upper slope,Low,42.000355000000006,26.720881666666667,4649853.315676815,476884.202315955,0.9,048,,North,096,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8617_1.jpg''}}",1.7,22,NA,NA,,,,Loose stones on the top of the mound. Possibly pulled out of RT,No,,,3 - damaged,Looting,,3 - impaired,Looting,,Unknown,,1:  large shallow oval RT on the top of the mound. overgrown. impossible to see exact borders and there are trees on the top,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8617_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8617_2.jpg''}}",POINT(476884.202316 4649853.315677)
1000061663571736646,8618,Mathias Kaas,2022-09-19 07:15:43.633 GMT,Mathias Kaas,2022-09-19T07:15:54Z,8618,19 Sep,Mathias Kaas,Burial Mound,,Legacy verification,South of the road leading to Golyam Dervent village. Grey stones both on top and around the mound.,Pasture,grassland,Forest,,Upper slope,High,41.99582999999999,26.728001666666668,4649349.012055928,477472.2653623435,1.3,049,,West,100,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8618_1.jpg''}}",1.5,28,NA,NA,,,,Loose stones pulled from the RT''s.,No,,,4 - seriously damaged,Looting,,3 - impaired,Looting,,Unknown,,"1:2x4 m roughly rectangular. Situated in east-west direction. This is probably the youngest.

2: 1.5x2 m. Situated closer to the top and is roughly oval. More overgrown than 1 and harder to trace the borders.

3: on the top of the mound. Very overgrown and impossible to trace the borders. This is the oldest. Forrest on top.",,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8618_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8618_2.jpg''}}",POINT(477472.265362 4649349.012056)
1000021663573344510,8758,Adela Sobotkova,2022-09-19 07:42:34.275 GMT,Adela Sobotkova,2022-09-19T07:44:55Z,8758,19 Sep,Adela Sobotkova,Burial Mound?,,Survey,"top of ridge between feature 8757 and the babini gniezda mound, unexpected and possibly not a mound but comprises a pile of stones with a central round RT. basketball sized stones. ",Pasture,grassland,Pasture,grassland,Hilltop,High,42.00812333333333,26.77045666666667,4650703.631346143,480992.17975464393,1.1,26,493,Southeast,194,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8758_1.jpg''}}",0.8,10,0.6,NA,,,,"nothing. modern bricks around the trench, pile of stones atop the mound",No,none,,3 - damaged,Looting,none,3 - impaired,Looting,"age of the RT unknown, pretty old)",Unknown,,"1,round,3,0.4, stony with excavated pile of stone on top of the mound",,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8758_1.jpg''}}",POINT(480992.179755 4650703.631346)
1000101663573858710,9852,Angel Grigorov,2022-09-19 07:51:01.856 GMT,Angel Grigorov,2022-09-19T08:08:45Z,9852,19 Sep,Angel Grigorov,Burial Mound?,,Legacy verification,"The mound is located on a hilltop, surrounded by grass and lavender fields, and a dirt road from the east. There is a concrete marker on the top. The mound is konikal shaped with a round base. All the surface is covered with  bushes and big quarcic stones, which are the same as the stones around the field.",Perennial agriculture,e.g orchard or vineyard,Scrub,,Hilltop,High,42.04143666666667,26.628515,4654443.654414796,469254.4409234184,1.3,033,295,West,0013 to 0014,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9852_1.jpg''}}",2,12,NA,NA,,,,none,No,,,1 - pristine,Erosion,,3 - impaired,No observation,,Not relevant,,,,,POINT(469254.440923 4654443.654415)
1000061663575224211,8619,Mathias Kaas,2022-09-19 08:13:49.393 GMT,Mathias Kaas,2022-09-19T08:16:47Z,8619,19 Sep,Mathias Kaas,Other,,Legacy verification,Observation point situated in the middle of military trenches ,Scrub,,Pasture,grassland,Hilltop,Super prominent,41.97784,26.744263333333333,4647347.455332483,478813.14333288046,1.3,050,,South,109,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8619_1.jpg''}}",3,50,NA,NA,,"set of military installations, trenches lead further south, east and west",,concrete structures,No,modern military  installations ,,0 - No observation,Construction,military installations ,5 - none or nearly none,Other,specify in Annotation),Unknown,,,military trenches and observation point which looks like a mount from the distance,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8619_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8619_2.jpg''}, ''3'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8619_3.jpg''}}",POINT(478813.143333 4647347.455332)
1000021663577909939,8759,Adela Sobotkova,2022-09-19 08:58:35.140 GMT,Adela Sobotkova,2022-09-19T09:00:35Z,8759,19 Sep,Adela Sobotkova,Burial Mound,,Legacy verification,"heavily overgrown mound next to the dirt road at babini gnezdi, with RT on top, hard to see hard to access, geodetic point on top next to RT",Pasture,grassland,Forest,scrub,Hilltop,Medium,42.00125333333334,26.780091666666667,4649938.767630027,481788.0675559271,1.3,27,495,Northeast,"202, 20","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8759_1.jpg''}}",2.4,17,NA,NA,,,,none visible,No,,,3 - damaged,Looting,trees growing ,3 - impaired,Looting,,Unknown,,"1,round,2.5,1.0m deep in top center of mound. overgrown with scrub.",,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8759_1.jpg''}}",POINT(481788.067556 4649938.76763)
1000101663579181116,9853,Angel Grigorov,2022-09-19 09:19:46.292 GMT,Angel Grigorov,2022-09-19T09:33:57Z,9853,19 Sep,Angel Grigorov,Burial Mound,,Legacy verification,"A little mound located in a scrubby forrest, with dirt road passing North of it. A huge dig whole deforms the mound which seemed to be spherical in the past.",Forest,,Forest,,Valley Bottom or Plain,Low,42.04511833333333,26.653683333333333,4654843.691501407,471339.1285875336,1.1,034,308,North,0015 to 0018,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9853_1.jpg''}}",1,20,NA, (The measures are not quite good because it was difficult to take them.),,,,none ,No,,,4 - seriously damaged,Looting,,1 - full,Looting,,Unknown,,"On the top of the mound two rubber trenches. The bigger is in the centre of the mound, and the smaller is next to it but in the SW periphery. Dimensions of the bigger one: 2.5 x 2 m and 1 m deep. The smaller is 1.5 x 1 m and 0.5 m deep.
01,oblong,2.5m,2m,1m,manually excavated hole.
02,rectangular,1.5m,1m,0.5, manually excavated hole.
",,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9853_1.jpg''}}",POINT(471339.128588 4654843.691501)
1000021663580661852,8760,Adela Sobotkova,2022-09-19 09:44:27.044 GMT,Adela Sobotkova,2022-09-19T09:44:55Z,8760,19 Sep,Adela Sobotkova,Burial Mound,,Legacy verification,downslope SW of babini gnezda a low but well preserved mound just by the dirt road,Pasture,grassland,Pasture,grassland (scrub and trees on periphery,Lower slope,Low,41.998113333333336,26.774053333333335,4649591.438714011,481287.0766224364,1.4,28,457,Northwest,204,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8760_1.jpg''}}",2.5,18,1,15,,oval,,none,No,,,2 - minor damage,Erosion,none,2 - good,Post-depositional,,Unknown,,no RTs,,,POINT(481287.076622 4649591.438714)
1000101663581776352,9854,Angel Grigorov,2022-09-19 10:03:04.486 GMT,Angel Grigorov,2022-09-19T10:09:38Z,9854,19 Sep,Angel Grigorov,Burial Mound?,,Survey,Located in a flat plain surrounded by a scrubs and bushes. In the Southwest is disturbed by long military trench with stonewalls. ,Scrub,,Scrub,,Valley Bottom or Plain,Low,42.04481666666667,26.653681666666664,4654810.198027816,471338.8550694791,1.2,035,314,Southwest,0019 to 0022,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9854_1.jpg''}}",1.6,20,NA,NA,,Highly deformed by the military trench.,,none ,No,,,3 - damaged,Other (Military trench),Military ,4 - minimal,Other,specify in Annotation) (Military activity ),Last month,,"1,wormshaped,1m,5m,military trench",,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9854_1.jpg''}}",POINT(471338.855069 4654810.198028)
1000101663586871391,9855,Angel Grigorov,2022-09-19 11:27:54.423 GMT,Angel Grigorov,2022-09-19T11:43:08Z,9855,19 Sep,Angel Grigorov,Burial Mound,,Legacy verification,"Little round and spherical mound. There are a lot of little stones on the surface. The vicinity is burned bushes and trees, preparing the field for ploughing. East of the mound is a massive pile of stones erects, which are gathered here by cleaning the field.",Scrub,,Scrub,,Upper slope,Medium,42.049798333333335,26.651518333333335,4655364.039432016,471162.0715043655,1.3,036,334,Southeast,0023 to 0024,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9855_1.jpg''}}",2,20,0.7,NA,,,,none,No,,,2 - minor damage,Agriculture,,3 - impaired,Agriculture,,Last month,,,,,POINT(471162.071504 4655364.039432)
1000101663589105552,9856,Angel Grigorov,2022-09-19 12:05:07.826 GMT,Angel Grigorov,2022-09-19T12:10:07Z,9856,19 Sep,Angel Grigorov,Extinct Burial Mound,We served the whole aria and didn''t find anything. ),Legacy verification,The field was so scrubby and bushy so we couldn''t find our way to the point. We went around the area and found nothing. All around there were military structures.,Scrub,,Scrub,,Upper slope,Nil,42.051114999999996,26.650526666666664,4655510.563778814,471080.60517408175,1.1,031,343,Northwest,0027,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9856_1.jpg''}}",0,0,NA,NA,,,,none,No,,,0 - No observation,No observation,,No observation,Unknown,,Unknown,,,,,POINT(471080.605174 4655510.563779)
1000031663650280839,8623,Verka Dolezalkova,2022-09-20 05:04:46.048 GMT,Verka Dolezalkova,2022-09-20T05:06:14Z,8623,20 Sep,Verka Dolezalkova,Uncertain Feature,,Survey,Possibly a mound. Used as farmers spot to put stones from the field. Trees on top. ,Annual agriculture,,Scrub,,Upper slope,High,42.07120333333334,26.714828333333337,4657721.236320432,476409.0978825047,1.5,051,,South,118,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8623_1.jpg''}}",0.7,12,NA,NA,,,Other,Loose stones,No,,,0 - No observation,Agriculture,,4 - minimal,Agriculture,,Last month,,,Stones on the top of possible mound.,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8623_1.jpg''}}",POINT(476409.097883 4657721.23632)
1000031663650842340,8624,Verka Dolezalkova,2022-09-20 05:14:24.799 GMT,Verka Dolezalkova,2022-09-20T05:14:24Z,8624,20 Sep,Verka Dolezalkova,Burial Mound,,Legacy verification,Situated of the southwest of Lalkovo village.,Annual agriculture,,Scrub,,Upper slope,High,42.06927166666666,26.712400000000002,4657507.435472961,476207.491836718,1.6,052,,East,121,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8624_1.jpg''}}",1,18,NA,NA,,,,none,No,,,3 - damaged,Agriculture,,3 - impaired,Agriculture,,Last month,,Possible RT on top of mound In the middle but overgrown and impossible to trace borders.,,,POINT(476207.491837 4657507.435473)
1000091663650991332,9857,Sara Vejrup,2022-09-20 05:16:38.943 GMT,Sara Vejrup,2022-09-20T05:16:51Z,9857,20 Sep,Sara Vejrup,Burial Mound,,Legacy verification,"located on a plain ploughed  field, located east of the road, on top of the mou d there is stones scattered and the farmes have slightly destroy the periphery of the mound ",Annual agriculture,,Pasture,grassland,Valley Bottom or Plain,High,42.048251666666665,26.604646666666667,4655209.176689864,467282.49736850243,1.4,038,262,Northwest,0001,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9857_1.jpg''}}",0.5,11,NA,10,,,,none,No,,,3 - damaged,Agriculture,,3 - impaired,Agriculture,,Last week,,,,,POINT(467282.497369 4655209.17669)
1000021663652531861,8761,Adela Sobotkova,2022-09-20 05:42:20.481 GMT,Adela Sobotkova,2022-09-20T05:44:00Z,8761,20 Sep,Adela Sobotkova,Burial Mound,,Legacy verification,Severely damaged mound in a pine forest between Razdel and Lalkovo. Accessible via field and dirt road from the northwest. Giant crater on top. Stony mound with many stones/quartz varying from brick to rugbyfootball-sized.,Forest,,Forest,,Upper slope,Low,42.07820166666667,26.684263333333334,4658507.149111509,473883.46692106733,1.4,29,240,Northeast,214-231,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8761_1.jpg''}}",2.5,20,NA,NA,,"uneven shape,longer in the back,hence the longer diameter",,stones on mound. Quarts. football-sized,No,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/8761_1.jpg''}}",4 - seriously damaged,Looting,,3 - impaired,Looting,,Other,within 2 years),"01,round,5.5m.,1.6 deep. clear of vegetation;02,3.5m,1.5,0.7,channel to main RT with refuse at the end.refuse and discard on the northeastern side of the mound",,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8761_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8761_2.jpg''}}",POINT(473883.466921 4658507.149112)
1000091663652562356,9858,Sara Vejrup,2022-09-20 05:42:47.532 GMT,Sara Vejrup,2022-09-20T05:49:06Z,9858,20 Sep,Sara Vejrup,Burial Mound,,Legacy verification,"big burial mound located on a upper slope and east from the road, surrounded by pasture and agricultural fields, the mound is heavily overgrown and dense ",Pasture,grassland,Forest,,Upper slope,High,42.05354166666666,26.599026666666667,4655798.690745458,466820.166129704,2.0,039,263,North,0002,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9858_1.jpg''}}",1.5,25,1,NA,,,,none,No,,,2 - minor damage,Erosion,,2 - good,Other,specify in Annotation) (naturally overgrown ),Unknown,,,,,POINT(466820.16613 4655798.690745)
1000061663652729237,8625,Mathias Kaas,2022-09-20 05:45:40.109 GMT,Mathias Kaas,2022-09-20T05:45:47Z,8625,20 Sep,Mathias Kaas,Uncertain Feature,,Survey,Possible mound between features 8624 and 8626. Southwest of Lalkovo village.,Scrub,,Pasture,grassland,Upper slope,Medium,42.061904999999996,26.705556666666666,4656691.439129801,475638.54141857516,1.5,053,,Southwest,122,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8625_1.jpg''}}",0.6,16,NA,NA,,,,none,No,,,3 - damaged,Animal activity,,3 - impaired,Animal activity,,Last year,,Overgrown pasture ,,,POINT(475638.541419 4656691.43913)
